R1,R2,CTest1,CTest2,VJump1,VJump2,30m,PH1,PH2,PH3,PH4,PH5,PHA,PHB,PHV,PHF,Reac1,Reac2,Reac3,Reac4,RA,RB,RV,RF,S1,S2,S3,S4,SA,SB,SV,SF,PS1,PS2,PS3,PS4,PSA,PSB,PSV,PSF,Branch
7.0,6.5,67.68,-1.0,41.379276,36.54399,4.42,4,5,4,2,3,29.52,28.8,27.36,25.2,3,5,4,2,21.0,19.6,22.4,21.0,4,5,5,2,8.8,16.8,11.2,16.8,1,2,2,2,6.3,3.9,5.6,4.9,2
5.5,6.5,34.17,30.38,30.279137,33.786972,4.62,1,4,2,2,3,19.68,19.2,18.24,16.8,2,1,5,3,16.5,15.4,17.6,16.5,1,3,5,2,6.0,11.6,7.7,11.6,4,5,3,1,11.7,7.2,10.4,9.1,4
7.5,7.0,52.61,-1.0,45.00624,40.18384,4.67,5,1,5,1,3,24.6,24.0,22.8,21.0,5,1,1,1,12.0,11.2,12.8,12.0,4,1,3,4,6.6,12.6,8.4,12.6,2,1,3,3,8.1,5.0,7.2,6.3,5
8.0,6.0,56.49,-1.0,37.275547,32.914474,4.55,5,2,5,4,4,32.8,32.0,30.4,28.0,2,1,3,4,15.0,14.0,16.0,15.0,3,4,2,2,6.0,11.6,7.7,11.6,5,1,2,1,8.1,5.0,7.2,6.3,4
7.5,6.5,57.26,-1.0,51.329624,-2.0,4.41,3,1,5,2,4,24.6,24.0,22.8,21.0,5,2,1,3,16.5,15.4,17.6,16.5,2,1,5,3,6.0,11.6,7.7,11.6,3,2,3,1,8.1,5.0,7.2,6.3,4
6.5,7.0,29.45,28.42,49.909397,50.321205,4.17,3,4,5,2,5,31.16,30.4,28.88,26.6,1,2,5,1,13.5,12.6,14.4,13.5,4,2,1,1,4.4,8.4,5.6,8.4,2,4,3,2,9.9,6.0,8.8,7.7,4
6.0,7.0,59.69,-1.0,32.009026,16.241774,4.66,4,3,5,2,2,26.24,25.6,24.32,22.4,1,5,2,2,15.0,14.0,16.0,15.0,4,4,3,1,6.6,12.6,8.4,12.6,3,1,2,5,9.9,6.0,8.8,7.7,5
5.0,5.5,34.85,27.81,38.40103,31.689236,3.81,1,3,2,3,1,16.4,16.0,15.2,14.0,2,5,4,1,18.0,16.8,19.2,18.0,2,3,5,5,8.2,15.8,10.5,15.8,5,4,3,1,11.7,7.2,10.4,9.1,1
8.0,6.5,71.56,-1.0,33.29223,32.300087,5.27,2,2,1,3,2,16.4,16.0,15.2,14.0,5,2,3,4,21.0,19.6,22.4,21.0,1,2,5,3,6.0,11.6,7.7,11.6,4,1,4,4,11.7,7.2,10.4,9.1,3
7.0,7.0,57.79,-1.0,39.703403,40.238888,4.55,5,5,5,3,1,31.16,30.4,28.88,26.6,2,2,5,3,18.0,16.8,19.2,18.0,2,4,1,2,5.0,9.4,6.3,9.4,3,5,5,5,16.2,9.9,14.4,12.6,3
8.0,6.5,29.45,28.42,49.909397,50.321205,4.17,3,4,5,2,5,31.16,30.4,28.88,26.6,1,2,5,1,13.5,12.6,14.4,13.5,4,2,1,1,4.4,8.4,5.6,8.4,2,4,3,2,9.9,6.0,8.8,7.7,4
5.5,5.0,28.38,30.61,45.439713,45.56564,4.14,1,5,3,4,3,26.24,25.6,24.32,22.4,3,3,2,4,18.0,16.8,19.2,18.0,1,2,5,1,5.0,9.4,6.3,9.4,2,1,2,3,7.2,4.4,6.4,5.6,3
7.0,6.5,27.03,28.73,42.146004,41.945705,4.06,5,4,4,4,5,36.08,35.2,33.44,30.8,4,4,4,3,22.5,21.0,24.0,22.5,1,5,5,3,7.7,14.7,9.8,14.7,5,2,3,3,11.7,7.2,10.4,9.1,1
5.5,6.5,61.58,-1.0,45.23575,41.865574,4.75,1,5,1,4,2,21.32,20.8,19.76,18.2,3,3,3,3,18.0,16.8,19.2,18.0,5,2,3,1,6.0,11.6,7.7,11.6,1,5,4,1,9.9,6.0,8.8,7.7,3
8.0,7.0,28.79,27.51,47.578068,48.65324,3.88,3,5,3,2,3,26.24,25.6,24.32,22.4,3,5,4,1,19.5,18.2,20.8,19.5,1,3,1,5,5.5,10.5,7.0,10.5,4,2,4,4,12.6,7.7,11.2,9.8,3
7.0,6.0,53.77,-1.0,45.170544,50.019897,4.41,2,5,5,4,1,27.88,27.2,25.84,23.8,2,2,3,5,18.0,16.8,19.2,18.0,4,3,5,4,8.8,16.8,11.2,16.8,3,3,5,1,10.8,6.6,9.6,8.4,2
5.5,7.0,26.8,25.74,49.4,48.2,3.7,1,3,3,2,3,19.68,19.2,18.24,16.8,1,5,4,3,19.5,18.2,20.8,19.5,5,1,3,2,6.0,11.6,7.7,11.6,2,4,3,5,12.6,7.7,11.2,9.8,3
7.5,6.5,69.32,-1.0,36.249287,34.102,5.14,2,1,3,1,5,19.68,19.2,18.24,16.8,4,1,2,3,15.0,14.0,16.0,15.0,5,2,3,5,8.2,15.8,10.5,15.8,3,3,5,1,10.8,6.6,9.6,8.4,4
6.0,5.5,29.04,28.59,36.36524,37.4469,4.17,3,4,3,5,1,26.24,25.6,24.32,22.4,1,4,2,4,16.5,15.4,17.6,16.5,3,5,5,3,8.8,16.8,11.2,16.8,3,1,2,4,9.0,5.5,8.0,7.0,4
8.0,6.5,67.16,-1.0,32.882725,31.86799,4.58,1,5,2,4,1,21.32,20.8,19.76,18.2,3,4,4,4,22.5,21.0,24.0,22.5,5,3,4,2,7.7,14.7,9.8,14.7,2,2,5,4,11.7,7.2,10.4,9.1,1
5.0,6.5,57.51,-1.0,38.44207,38.44207,4.52,1,3,4,4,4,26.24,25.6,24.32,22.4,4,5,5,2,24.0,22.4,25.6,24.0,5,5,3,1,7.7,14.7,9.8,14.7,3,5,1,5,12.6,7.7,11.2,9.8,1
5.0,5.0,33.85,33.18,23.51,23.64,4.68,5,1,2,2,3,21.32,20.8,19.76,18.2,1,5,2,5,19.5,18.2,20.8,19.5,2,1,2,1,3.3,6.3,4.2,6.3,1,4,5,4,12.6,7.7,11.2,9.8,3
5.0,6.5,25.09,25.61,48.36253,47.128555,4.06,5,2,4,4,4,31.16,30.4,28.88,26.6,3,2,3,1,13.5,12.6,14.4,13.5,1,3,2,2,4.4,8.4,5.6,8.4,4,5,4,5,16.2,9.9,14.4,12.6,4
6.5,6.5,27.19,28.74,42.52,44.15,3.9,2,5,3,4,1,24.6,24.0,22.8,21.0,3,4,3,2,18.0,16.8,19.2,18.0,2,4,2,3,6.0,11.6,7.7,11.6,2,5,2,1,9.0,5.5,8.0,7.0,3
8.0,5.0,57.14,-1.0,-2.0,24.602924,4.85,2,4,2,5,5,29.52,28.8,27.36,25.2,2,5,4,1,18.0,16.8,19.2,18.0,1,1,4,3,5.0,9.4,6.3,9.4,3,3,2,5,11.7,7.2,10.4,9.1,3
6.5,6.5,54.9,-1.0,33.786972,32.891994,4.95,5,4,2,2,3,26.24,25.6,24.32,22.4,4,4,1,3,18.0,16.8,19.2,18.0,2,3,1,1,3.9,7.3,4.9,7.3,4,1,1,3,8.1,5.0,7.2,6.3,3
5.0,7.0,64.83,-1.0,55.03742,56.66943,4.86,2,3,4,3,5,27.88,27.2,25.84,23.8,1,2,2,3,12.0,11.2,12.8,12.0,1,3,2,4,5.5,10.5,7.0,10.5,3,2,2,4,9.9,6.0,8.8,7.7,4
6.5,7.0,32.95,28.4,32.891994,29.432209,4.77,2,3,1,3,4,21.32,20.8,19.76,18.2,4,4,3,5,24.0,22.4,25.6,24.0,2,5,2,3,6.6,12.6,8.4,12.6,5,5,1,4,13.5,8.2,12.0,10.5,1
7.5,5.0,28.82,27.81,47.578068,41.379276,3.93,4,4,2,4,5,31.16,30.4,28.88,26.6,4,4,2,2,18.0,16.8,19.2,18.0,1,1,1,3,3.3,6.3,4.2,6.3,5,5,4,1,13.5,8.2,12.0,10.5,3
6.0,5.5,27.28,25.98,47.192265,46.981216,4.01,3,3,5,3,5,31.16,30.4,28.88,26.6,4,4,5,2,22.5,21.0,24.0,22.5,2,4,1,2,5.0,9.4,6.3,9.4,4,3,1,5,11.7,7.2,10.4,9.1,3
7.5,7.0,26.0,27.16,47.578068,46.5149,4.04,2,5,5,3,4,31.16,30.4,28.88,26.6,3,3,4,3,19.5,18.2,20.8,19.5,3,3,2,3,6.0,11.6,7.7,11.6,5,4,3,3,13.5,8.2,12.0,10.5,3
6.0,6.5,29.38,28.79,41.716846,42.467762,4.3,5,1,4,3,2,24.6,24.0,22.8,21.0,4,1,2,2,13.5,12.6,14.4,13.5,5,4,5,4,9.9,18.9,12.6,18.9,1,3,3,5,10.8,6.6,9.6,8.4,5
6.0,7.0,60.09,-1.0,33.786972,33.786972,4.92,1,4,4,5,5,31.16,30.4,28.88,26.6,5,5,4,5,28.5,26.6,30.4,28.5,4,4,3,4,8.2,15.8,10.5,15.8,5,4,5,3,15.3,9.3,13.6,11.9,1
8.0,6.5,30.49,30.6,31.075954,32.74573,4.56,3,1,1,3,3,18.04,17.6,16.72,15.4,1,2,5,2,15.0,14.0,16.0,15.0,1,3,5,4,7.2,13.7,9.1,13.7,4,2,5,2,11.7,7.2,10.4,9.1,4
7.5,6.5,60.44,-1.0,32.891994,33.786972,4.73,5,2,3,1,1,19.68,19.2,18.24,16.8,5,3,5,5,27.0,25.2,28.8,27.0,2,4,1,4,6.0,11.6,7.7,11.6,3,2,2,2,8.1,5.0,7.2,6.3,3
7.5,6.0,67.0,-1.0,57.687126,51.950855,4.41,5,1,1,5,1,21.32,20.8,19.76,18.2,4,2,4,1,16.5,15.4,17.6,16.5,4,5,5,2,8.8,16.8,11.2,16.8,2,4,5,3,12.6,7.7,11.2,9.8,4
5.0,6.0,25.74,26.84,42.0799,39.506,4.01,1,3,1,2,1,13.12,12.8,12.16,11.2,1,1,4,3,13.5,12.6,14.4,13.5,4,4,2,1,6.0,11.6,7.7,11.6,3,3,5,5,14.4,8.8,12.8,11.2,5
8.0,6.5,65.72,-1.0,45.463757,44.424614,4.71,1,3,3,4,4,24.6,24.0,22.8,21.0,3,3,3,4,19.5,18.2,20.8,19.5,5,2,2,3,6.6,12.6,8.4,12.6,1,2,4,5,10.8,6.6,9.6,8.4,2
6.5,6.0,58.18,-1.0,31.953053,28.329948,5.14,2,4,5,3,5,31.16,30.4,28.88,26.6,5,4,4,5,27.0,25.2,28.8,27.0,5,4,5,2,8.8,16.8,11.2,16.8,5,5,1,3,12.6,7.7,11.2,9.8,1
7.5,6.5,58.51,-1.0,38.53548,-2.0,4.84,4,5,5,3,5,36.08,35.2,33.44,30.8,2,1,5,5,19.5,18.2,20.8,19.5,4,3,5,2,7.7,14.7,9.8,14.7,2,4,5,2,11.7,7.2,10.4,9.1,1
8.0,6.5,64.33,-1.0,24.602924,24.602924,5.47,1,3,5,4,4,27.88,27.2,25.84,23.8,2,3,5,5,22.5,21.0,24.0,22.5,3,4,5,2,7.7,14.7,9.8,14.7,2,1,2,1,5.4,3.3,4.8,4.2,2
6.5,5.0,55.23,-1.0,44.424614,46.5149,4.35,4,1,2,5,2,22.96,22.4,21.28,19.6,5,4,5,2,24.0,22.4,25.6,24.0,3,5,4,3,8.2,15.8,10.5,15.8,2,2,1,1,5.4,3.3,4.8,4.2,2
7.5,6.0,32.1,27.15,38.44207,46.5149,4.25,3,3,4,1,4,24.6,24.0,22.8,21.0,2,4,4,5,22.5,21.0,24.0,22.5,1,5,5,5,8.8,16.8,11.2,16.8,1,1,4,2,7.2,4.4,6.4,5.6,2
6.0,6.5,49.92,-1.0,31.96282,36.448875,5.08,3,5,4,2,5,31.16,30.4,28.88,26.6,5,3,2,1,16.5,15.4,17.6,16.5,3,2,1,4,5.5,10.5,7.0,10.5,5,4,5,4,16.2,9.9,14.4,12.6,4
7.5,5.0,64.94,-1.0,30.279137,26.164635,4.72,4,3,3,2,5,27.88,27.2,25.84,23.8,1,2,2,4,13.5,12.6,14.4,13.5,4,5,2,3,7.7,14.7,9.8,14.7,5,4,1,4,12.6,7.7,11.2,9.8,4
6.0,7.0,26.32,27.2,39.41,38.44,3.92,5,4,1,5,3,29.52,28.8,27.36,25.2,1,1,2,5,13.5,12.6,14.4,13.5,2,2,3,3,5.5,10.5,7.0,10.5,5,5,4,1,13.5,8.2,12.0,10.5,4
7.0,6.5,29.91,28.88,47.028732,42.855953,3.9,5,5,1,4,1,26.24,25.6,24.32,22.4,5,4,2,1,18.0,16.8,19.2,18.0,1,1,5,4,6.0,11.6,7.7,11.6,5,1,5,1,10.8,6.6,9.6,8.4,3
6.0,6.0,64.42,-1.0,-2.0,47.645145,4.75,4,5,1,1,2,21.32,20.8,19.76,18.2,5,2,1,5,19.5,18.2,20.8,19.5,4,5,4,1,7.7,14.7,9.8,14.7,3,2,4,2,9.9,6.0,8.8,7.7,2
7.0,5.5,28.04,27.88,44.45931,37.963593,3.9,3,4,2,5,2,26.24,25.6,24.32,22.4,1,5,2,4,18.0,16.8,19.2,18.0,4,4,5,3,8.8,16.8,11.2,16.8,1,5,2,2,9.0,5.5,8.0,7.0,2
6.0,7.0,29.56,29.86,33.786972,32.009026,4.38,4,4,1,3,2,22.96,22.4,21.28,19.6,1,1,3,5,15.0,14.0,16.0,15.0,5,4,3,1,7.2,13.7,9.1,13.7,2,1,3,1,6.3,3.9,5.6,4.9,4
8.0,6.5,69.96,-1.0,34.693966,32.009026,4.71,3,4,1,4,4,26.24,25.6,24.32,22.4,2,4,2,5,19.5,18.2,20.8,19.5,5,3,5,5,9.9,18.9,12.6,18.9,5,2,4,1,10.8,6.6,9.6,8.4,2
6.0,5.0,58.3,-1.0,25.377773,33.786972,4.83,4,3,3,5,3,29.52,28.8,27.36,25.2,2,1,1,5,13.5,12.6,14.4,13.5,1,5,4,4,7.7,14.7,9.8,14.7,4,1,1,5,9.9,6.0,8.8,7.7,4
7.5,7.0,77.33,-1.0,32.009026,33.786972,5.25,3,5,4,4,1,27.88,27.2,25.84,23.8,2,1,1,3,10.5,9.8,11.2,10.5,4,5,4,5,9.9,18.9,12.6,18.9,1,5,2,4,10.8,6.6,9.6,8.4,4
7.5,7.0,27.04,27.23,34.807796,36.87457,4.32,3,5,3,1,3,24.6,24.0,22.8,21.0,3,4,5,3,22.5,21.0,24.0,22.5,4,3,2,4,7.2,13.7,9.1,13.7,2,4,2,1,8.1,5.0,7.2,6.3,2
7.5,5.5,59.5,-1.0,33.001427,33.161392,4.95,1,2,3,5,1,19.68,19.2,18.24,16.8,1,2,3,5,16.5,15.4,17.6,16.5,1,2,5,1,5.0,9.4,6.3,9.4,1,3,1,1,5.4,3.3,4.8,4.2,4
7.0,5.5,52.37,-1.0,0.0,34.09491,5.22,5,5,3,1,3,27.88,27.2,25.84,23.8,3,2,5,2,18.0,16.8,19.2,18.0,4,3,3,1,6.0,11.6,7.7,11.6,3,3,2,2,9.0,5.5,8.0,7.0,3
5.5,6.5,28.64,27.49,40.3882,42.38238,4.03,2,3,1,3,1,16.4,16.0,15.2,14.0,2,3,4,1,15.0,14.0,16.0,15.0,2,5,3,2,6.6,12.6,8.4,12.6,3,3,5,1,10.8,6.6,9.6,8.4,4
7.0,7.0,32.2,28.44,38.44,48.65,4.07,4,5,3,1,2,24.6,24.0,22.8,21.0,4,4,5,5,27.0,25.2,28.8,27.0,1,3,1,2,3.9,7.3,4.9,7.3,3,4,2,5,12.6,7.7,11.2,9.8,3
5.5,7.0,63.28,-1.0,39.409122,45.463757,4.28,3,5,4,2,1,24.6,24.0,22.8,21.0,3,4,2,5,21.0,19.6,22.4,21.0,4,3,3,3,7.2,13.7,9.1,13.7,1,2,1,1,4.5,2.8,4.0,3.5,2
5.0,5.0,-2.0,29.63,34.693966,40.3882,4.72,2,3,1,2,1,14.76,14.4,13.68,12.6,3,5,3,4,22.5,21.0,24.0,22.5,4,4,1,1,5.5,10.5,7.0,10.5,2,1,2,5,9.0,5.5,8.0,7.0,5
6.0,7.0,77.09,-1.0,26.963509,27.774395,5.21,3,1,3,1,3,18.04,17.6,16.72,15.4,3,4,3,2,18.0,16.8,19.2,18.0,5,5,4,3,9.3,17.9,11.9,17.9,5,1,1,5,10.8,6.6,9.6,8.4,2
7.0,5.0,57.97,-1.0,33.76304,37.96263,4.89,2,2,4,2,3,21.32,20.8,19.76,18.2,2,1,1,2,9.0,8.4,9.6,9.0,5,3,1,4,7.2,13.7,9.1,13.7,2,2,5,5,12.6,7.7,11.2,9.8,4
5.5,6.0,36.09,27.8,32.891994,24.602924,4.14,5,2,4,4,4,31.16,30.4,28.88,26.6,3,3,5,1,18.0,16.8,19.2,18.0,1,5,5,4,8.2,15.8,10.5,15.8,2,2,2,4,9.0,5.5,8.0,7.0,2
7.0,7.0,34.25,35.39,35.61297,21.623661,4.35,1,5,4,1,3,22.96,22.4,21.28,19.6,2,2,4,2,15.0,14.0,16.0,15.0,4,5,5,2,8.8,16.8,11.2,16.8,2,4,2,1,8.1,5.0,7.2,6.3,5
7.5,6.0,58.43,-1.0,43.982357,44.55976,4.85,3,4,2,1,2,19.68,19.2,18.24,16.8,5,1,5,5,24.0,22.4,25.6,24.0,1,2,4,2,5.0,9.4,6.3,9.4,3,2,5,1,9.9,6.0,8.8,7.7,3
6.5,6.0,65.72,-1.0,45.463757,44.424614,4.71,1,3,3,4,4,24.6,24.0,22.8,21.0,3,3,3,4,19.5,18.2,20.8,19.5,5,2,2,3,6.6,12.6,8.4,12.6,1,2,4,5,10.8,6.6,9.6,8.4,2
5.5,5.5,52.63,-1.0,31.29966,31.035479,5.49,4,5,3,1,3,26.24,25.6,24.32,22.4,3,4,5,4,24.0,22.4,25.6,24.0,3,1,2,4,5.5,10.5,7.0,10.5,3,4,1,1,8.1,5.0,7.2,6.3,3
5.5,5.0,32.12,28.34,36.54399,50.839634,4.11,5,2,3,1,1,19.68,19.2,18.24,16.8,5,3,3,1,18.0,16.8,19.2,18.0,5,3,1,2,6.0,11.6,7.7,11.6,1,5,3,5,12.6,7.7,11.2,9.8,3
6.0,5.5,60.35,-1.0,51.65059,37.32667,4.85,3,5,1,5,4,29.52,28.8,27.36,25.2,3,2,3,4,18.0,16.8,19.2,18.0,2,5,2,3,6.6,12.6,8.4,12.6,3,2,5,4,12.6,7.7,11.2,9.8,1
5.5,6.0,61.58,-1.0,45.23575,41.865574,4.75,1,5,1,4,2,21.32,20.8,19.76,18.2,3,3,3,3,18.0,16.8,19.2,18.0,5,2,3,1,6.0,11.6,7.7,11.6,1,5,4,1,9.9,6.0,8.8,7.7,3
6.0,6.0,27.01,26.7,37.48702,37.48702,4.14,4,3,3,3,2,24.6,24.0,22.8,21.0,4,5,3,2,21.0,19.6,22.4,21.0,5,1,5,2,7.2,13.7,9.1,13.7,1,5,1,2,8.1,5.0,7.2,6.3,2
8.0,6.5,45.95,-1.0,-2.0,31.138077,4.61,5,1,2,3,5,26.24,25.6,24.32,22.4,5,1,1,4,16.5,15.4,17.6,16.5,1,2,2,1,3.3,6.3,4.2,6.3,4,1,2,2,8.1,5.0,7.2,6.3,4
8.0,5.0,57.94,-1.0,55.83224,47.601433,4.93,2,2,5,1,4,22.96,22.4,21.28,19.6,2,3,4,4,19.5,18.2,20.8,19.5,3,1,5,4,7.2,13.7,9.1,13.7,2,3,5,2,10.8,6.6,9.6,8.4,2
8.0,7.0,64.3,-1.0,40.104015,-2.0,5.09,1,2,3,3,3,19.68,19.2,18.24,16.8,2,4,3,1,15.0,14.0,16.0,15.0,4,5,3,5,9.3,17.9,11.9,17.9,2,3,3,1,8.1,5.0,7.2,6.3,4
6.5,5.5,57.4,-1.0,37.866642,36.09547,4.36,2,3,5,2,1,21.32,20.8,19.76,18.2,3,1,2,5,16.5,15.4,17.6,16.5,3,5,3,3,7.7,14.7,9.8,14.7,1,1,1,3,5.4,3.3,4.8,4.2,5
8.0,7.0,72.71,-1.0,39.84095,29.6609,5.81,4,5,1,4,2,26.24,25.6,24.32,22.4,4,5,5,4,27.0,25.2,28.8,27.0,1,3,2,2,4.4,8.4,5.6,8.4,4,5,2,5,14.4,8.8,12.8,11.2,3
7.5,6.5,61.1,-1.0,35.61297,28.597296,4.83,3,4,5,3,3,29.52,28.8,27.36,25.2,1,3,5,4,19.5,18.2,20.8,19.5,4,3,5,2,7.7,14.7,9.8,14.7,3,5,4,5,15.3,9.3,13.6,11.9,1
6.0,6.0,34.58,32.85,38.68,40.35,4.57,4,3,5,3,4,31.16,30.4,28.88,26.6,2,4,3,3,18.0,16.8,19.2,18.0,1,5,3,1,5.5,10.5,7.0,10.5,1,3,1,1,5.4,3.3,4.8,4.2,3
7.5,7.0,30.75,30.3,31.923769,30.751787,4.6,1,3,3,5,3,24.6,24.0,22.8,21.0,1,5,4,5,22.5,21.0,24.0,22.5,4,5,1,2,6.6,12.6,8.4,12.6,4,1,5,5,13.5,8.2,12.0,10.5,1
6.5,5.5,61.1,-1.0,35.61297,28.597296,4.83,3,4,5,3,3,29.52,28.8,27.36,25.2,1,3,5,4,19.5,18.2,20.8,19.5,4,3,5,2,7.7,14.7,9.8,14.7,3,5,4,5,15.3,9.3,13.6,11.9,1
7.0,5.0,34.44,29.29,29.432209,39.409122,4.43,5,5,5,5,4,39.36,38.4,36.48,33.6,2,3,4,3,18.0,16.8,19.2,18.0,2,2,1,2,3.9,7.3,4.9,7.3,4,4,2,2,10.8,6.6,9.6,8.4,3
6.0,6.0,61.98,-1.0,35.139626,30.484184,5.07,4,2,3,5,4,29.52,28.8,27.36,25.2,4,3,1,3,16.5,15.4,17.6,16.5,2,3,1,1,3.9,7.3,4.9,7.3,3,5,3,1,10.8,6.6,9.6,8.4,5
6.5,5.0,54.86,-1.0,49.883274,52.00226,4.63,1,3,5,3,5,27.88,27.2,25.84,23.8,5,3,5,1,21.0,19.6,22.4,21.0,2,5,2,3,6.6,12.6,8.4,12.6,2,3,3,3,9.9,6.0,8.8,7.7,2
5.0,5.0,26.43,26.71,29.351295,32.52613,4.14,4,4,3,5,1,27.88,27.2,25.84,23.8,1,2,3,4,15.0,14.0,16.0,15.0,5,3,2,3,7.2,13.7,9.1,13.7,2,2,5,1,9.0,5.5,8.0,7.0,4
6.0,5.5,27.66,28.29,42.153767,44.11639,4.2,3,5,2,2,1,21.32,20.8,19.76,18.2,4,1,4,5,21.0,19.6,22.4,21.0,2,2,5,3,6.6,12.6,8.4,12.6,3,5,2,5,13.5,8.2,12.0,10.5,1
7.0,5.0,48.56,-1.0,43.397495,42.38238,4.48,1,2,2,1,3,14.76,14.4,13.68,12.6,5,4,3,3,22.5,21.0,24.0,22.5,4,5,4,2,8.2,15.8,10.5,15.8,2,4,1,2,8.1,5.0,7.2,6.3,5
8.0,6.0,68.67,-1.0,32.891994,26.963509,5.09,2,4,3,1,5,24.6,24.0,22.8,21.0,4,3,1,4,18.0,16.8,19.2,18.0,5,3,2,3,7.2,13.7,9.1,13.7,3,5,5,5,16.2,9.9,14.4,12.6,1
5.0,5.0,64.79,-1.0,30.052801,26.84222,5.34,5,4,5,3,1,29.52,28.8,27.36,25.2,2,3,2,4,16.5,15.4,17.6,16.5,2,4,5,4,8.2,15.8,10.5,15.8,5,3,2,1,9.9,6.0,8.8,7.7,4
5.0,6.5,70.15,-1.0,29.537178,31.54033,5.52,1,3,5,1,1,18.04,17.6,16.72,15.4,3,3,2,5,19.5,18.2,20.8,19.5,5,4,3,4,8.8,16.8,11.2,16.8,1,4,3,3,9.9,6.0,8.8,7.7,2
5.0,6.0,71.67,-1.0,46.210335,49.572224,4.65,1,3,4,2,1,18.04,17.6,16.72,15.4,1,2,1,1,7.5,7.0,8.0,7.5,2,2,5,4,7.2,13.7,9.1,13.7,5,2,5,1,11.7,7.2,10.4,9.1,4
5.0,6.5,74.02,-1.0,19.515354,33.786972,5.35,3,1,3,4,1,19.68,19.2,18.24,16.8,4,2,1,5,18.0,16.8,19.2,18.0,1,3,4,4,6.6,12.6,8.4,12.6,5,2,2,2,9.9,6.0,8.8,7.7,2
6.0,6.5,33.38,28.47,38.44207,44.424614,4.36,1,3,5,3,2,22.96,22.4,21.28,19.6,3,1,3,1,12.0,11.2,12.8,12.0,3,5,5,2,8.2,15.8,10.5,15.8,2,4,2,2,9.0,5.5,8.0,7.0,4
5.5,5.5,62.38,-1.0,34.693966,33.786972,4.67,1,3,4,1,4,21.32,20.8,19.76,18.2,3,4,1,5,19.5,18.2,20.8,19.5,4,4,5,3,8.8,16.8,11.2,16.8,4,5,2,4,13.5,8.2,12.0,10.5,1
5.0,6.0,71.7,-1.0,30.279137,30.279137,5.13,1,4,3,2,5,24.6,24.0,22.8,21.0,3,4,5,2,21.0,19.6,22.4,21.0,5,5,1,4,8.2,15.8,10.5,15.8,4,1,5,1,9.9,6.0,8.8,7.7,2
7.0,6.5,58.85,-1.0,38.84705,40.203358,4.78,5,3,3,1,2,22.96,22.4,21.28,19.6,3,5,4,2,21.0,19.6,22.4,21.0,1,5,5,3,7.7,14.7,9.8,14.7,4,2,4,1,9.9,6.0,8.8,7.7,2
7.5,5.5,61.01,-1.0,35.98553,38.65269,4.65,4,1,1,1,5,19.68,19.2,18.24,16.8,1,3,5,3,18.0,16.8,19.2,18.0,2,2,2,1,3.9,7.3,4.9,7.3,1,4,4,2,9.9,6.0,8.8,7.7,3
5.5,5.0,53.33,-1.0,44.424614,43.397495,4.6,3,4,2,2,4,24.6,24.0,22.8,21.0,5,5,3,1,21.0,19.6,22.4,21.0,3,3,4,5,8.2,15.8,10.5,15.8,2,1,5,5,11.7,7.2,10.4,9.1,1
5.0,5.0,27.01,26.7,37.48702,37.48702,4.14,4,3,3,3,2,24.6,24.0,22.8,21.0,4,5,3,2,21.0,19.6,22.4,21.0,5,1,5,2,7.2,13.7,9.1,13.7,1,5,1,2,8.1,5.0,7.2,6.3,2
8.0,6.5,63.18,-1.0,47.736282,44.90083,4.1,4,3,3,2,4,26.24,25.6,24.32,22.4,2,1,5,1,13.5,12.6,14.4,13.5,2,2,5,4,7.2,13.7,9.1,13.7,2,1,1,3,6.3,3.9,5.6,4.9,4
8.0,7.0,31.05,28.18,36.54399,49.740437,4.16,5,1,3,2,4,24.6,24.0,22.8,21.0,4,1,1,3,13.5,12.6,14.4,13.5,1,2,4,1,4.4,8.4,5.6,8.4,1,4,2,4,9.9,6.0,8.8,7.7,5
7.5,6.0,61.1,-1.0,27.774395,32.009026,5.25,2,2,5,5,1,24.6,24.0,22.8,21.0,1,2,1,1,7.5,7.0,8.0,7.5,3,1,3,1,4.4,8.4,5.6,8.4,2,2,2,4,9.0,5.5,8.0,7.0,4
6.5,7.0,69.81,-1.0,28.925055,26.255777,5.47,3,2,3,5,5,29.52,28.8,27.36,25.2,2,2,4,1,13.5,12.6,14.4,13.5,3,4,5,3,8.2,15.8,10.5,15.8,4,3,4,4,13.5,8.2,12.0,10.5,4
7.0,5.5,60.44,-1.0,32.891994,33.786972,4.73,5,2,3,1,1,19.68,19.2,18.24,16.8,5,3,5,5,27.0,25.2,28.8,27.0,2,4,1,4,6.0,11.6,7.7,11.6,3,2,2,2,8.1,5.0,7.2,6.3,3
5.0,6.5,26.76,23.69,47.578068,43.397495,4.0,3,3,3,2,1,19.68,19.2,18.24,16.8,1,5,1,2,13.5,12.6,14.4,13.5,4,4,5,1,7.7,14.7,9.8,14.7,5,2,3,2,10.8,6.6,9.6,8.4,4
5.0,6.5,32.15,28.2,43.103035,42.395786,4.0,5,5,2,5,5,36.08,35.2,33.44,30.8,4,1,4,4,19.5,18.2,20.8,19.5,1,3,3,3,5.5,10.5,7.0,10.5,4,3,4,5,14.4,8.8,12.8,11.2,3
6.0,6.0,30.59,26.99,36.6403,38.199856,4.04,5,4,5,2,1,27.88,27.2,25.84,23.8,3,5,1,2,16.5,15.4,17.6,16.5,2,2,1,2,3.9,7.3,4.9,7.3,5,1,2,1,8.1,5.0,7.2,6.3,4
