R1,R2,CTest1,CTest2,VJump1,VJump2,30m,PH1,PH2,PH3,PH4,PH5,PHA,PHB,PHV,PHF,Reac1,Reac2,Reac3,Reac4,RA,RB,RV,RF,S1,S2,S3,S4,SA,SB,SV,SF,PS1,PS2,PS3,PS4,PSA,PSB,PSV,PSF,Branch
6.5,6.0,50.892,-1.0,33.368927,29.92402,4.925,4.0,3.0,4.0,3.0,4.0,29.52,28.8,27.36,25.2,1.0,4.0,1.0,5.0,16.5,15.4,17.6,16.5,3.0,4.0,1.0,1.0,4.95,9.45,6.3,9.45,3.0,1.0,4.0,3.0,9.9,6.05,8.8,7.7,4
4.0,5.0,28.378,30.607,45.439713,45.56564,4.145,1.0,5.0,3.0,4.0,3.0,26.24,25.6,24.32,22.4,3.0,3.0,2.0,4.0,18.0,16.8,19.2,18.0,1.0,2.0,5.0,1.0,4.95,9.45,6.3,9.45,2.0,1.0,2.0,3.0,7.2,4.4,6.4,5.6,2
7.0,8.0,28.273,26.303,46.5149,45.463757,4.429,1.0,5.0,5.0,3.0,3.0,27.88,27.2,25.84,23.8,3.0,3.0,4.0,3.0,19.5,18.2,20.8,19.5,3.0,2.0,5.0,4.0,7.7,14.7,9.8,14.7,5.0,3.0,3.0,3.0,12.6,7.7,11.2,9.8,0
6.0,6.0,26.928,28.118,42.38238,36.54399,3.899,5.0,4.0,4.0,4.0,3.0,32.8,32.0,30.4,28.0,5.0,2.0,2.0,5.0,21.0,19.6,22.4,21.0,1.0,1.0,5.0,5.0,6.6,12.6,8.4,12.6,5.0,3.0,3.0,1.0,10.8,6.6,9.6,8.4,1
6.0,6.0,54.213,-1.0,45.463757,36.54399,4.594,1.0,5.0,5.0,2.0,2.0,24.6,24.0,22.8,21.0,5.0,1.0,5.0,1.0,18.0,16.8,19.2,18.0,2.0,3.0,3.0,1.0,4.95,9.45,6.3,9.45,1.0,2.0,1.0,5.0,8.1,4.95,7.2,6.3,2
8.0,7.0,29.384,28.787,41.716846,42.467762,4.3,5.0,1.0,4.0,3.0,2.0,24.6,24.0,22.8,21.0,4.0,1.0,2.0,2.0,13.5,12.6,14.4,13.5,5.0,4.0,5.0,4.0,9.9,18.9,12.6,18.9,1.0,3.0,3.0,5.0,10.8,6.6,9.6,8.4,4
8.0,7.0,63.179,-1.0,47.736282,44.90083,4.101,4.0,3.0,3.0,2.0,4.0,26.24,25.6,24.32,22.4,2.0,1.0,5.0,1.0,13.5,12.6,14.4,13.5,2.0,2.0,5.0,4.0,7.15,13.65,9.1,13.65,2.0,1.0,1.0,3.0,6.3,3.85,5.6,4.9,3
6.0,7.0,28.139,27.747,32.99024,35.4145,4.188,2.0,1.0,3.0,3.0,4.0,21.32,20.8,19.76,18.2,3.0,3.0,2.0,4.0,18.0,16.8,19.2,18.0,1.0,3.0,3.0,5.0,6.6,12.6,8.4,12.6,3.0,2.0,3.0,5.0,11.7,7.15,10.4,9.1,0
8.0,7.0,30.57,26.286,36.275826,39.958168,4.043,4.0,2.0,4.0,5.0,4.0,31.16,30.4,28.88,26.6,5.0,3.0,4.0,2.0,21.0,19.6,22.4,21.0,5.0,4.0,5.0,2.0,8.8,16.8,11.2,16.8,3.0,2.0,4.0,2.0,9.9,6.05,8.8,7.7,1
5.0,4.5,59.963,-1.0,30.99281,28.744438,5.211,3.0,3.0,4.0,4.0,3.0,27.88,27.2,25.84,23.8,5.0,5.0,2.0,1.0,19.5,18.2,20.8,19.5,5.0,3.0,4.0,3.0,8.25,15.75,10.5,15.75,4.0,5.0,4.0,1.0,12.6,7.7,11.2,9.8,0
6.0,4.0,31.1,30.489,32.34251,30.740854,4.554,5.0,2.0,2.0,1.0,3.0,21.32,20.8,19.76,18.2,3.0,3.0,1.0,2.0,13.5,12.6,14.4,13.5,2.0,3.0,5.0,3.0,7.15,13.65,9.1,13.65,4.0,5.0,1.0,2.0,10.8,6.6,9.6,8.4,3
7.0,6.0,53.885,-1.0,36.54399,30.279137,4.628,4.0,2.0,3.0,4.0,3.0,26.24,25.6,24.32,22.4,5.0,2.0,5.0,3.0,22.5,21.0,24.0,22.5,3.0,3.0,3.0,4.0,7.15,13.65,9.1,13.65,2.0,1.0,5.0,1.0,8.1,4.95,7.2,6.3,1
6.0,6.0,26.108,25.63,46.303406,46.218616,4.22,3.0,1.0,2.0,2.0,2.0,16.4,16.0,15.2,14.0,5.0,2.0,5.0,1.0,19.5,18.2,20.8,19.5,4.0,5.0,5.0,2.0,8.8,16.8,11.2,16.8,3.0,5.0,5.0,4.0,15.3,9.35,13.6,11.9,0
8.0,6.5,58.438,-1.0,37.48702,32.009026,4.831,2.0,1.0,2.0,3.0,5.0,21.32,20.8,19.76,18.2,5.0,3.0,2.0,3.0,19.5,18.2,20.8,19.5,1.0,2.0,3.0,3.0,4.95,9.45,6.3,9.45,4.0,2.0,4.0,2.0,10.8,6.6,9.6,8.4,2
7.0,8.0,31.691,28.29,28.597296,32.891994,4.492,5.0,3.0,4.0,4.0,5.0,34.44,33.6,31.92,29.4,3.0,2.0,1.0,4.0,15.0,14.0,16.0,15.0,3.0,1.0,3.0,4.0,6.05,11.55,7.7,11.55,3.0,5.0,5.0,3.0,14.4,8.8,12.8,11.2,3
2.0,2.0,-2.0,33.067,40.3882,30.279137,4.46,5.0,3.0,4.0,5.0,1.0,29.52,28.8,27.36,25.2,5.0,2.0,4.0,3.0,21.0,19.6,22.4,21.0,4.0,5.0,4.0,4.0,9.35,17.85,11.9,17.85,3.0,4.0,3.0,1.0,9.9,6.05,8.8,7.7,1
3.0,5.0,27.594,26.748,40.726784,40.665195,4.188,2.0,1.0,5.0,2.0,1.0,18.04,17.6,16.72,15.4,4.0,5.0,2.0,2.0,19.5,18.2,20.8,19.5,5.0,3.0,5.0,2.0,8.25,15.75,10.5,15.75,5.0,4.0,2.0,5.0,14.4,8.8,12.8,11.2,0
6.5,6.0,60.941,-1.0,31.383953,25.075926,5.714,1.0,2.0,4.0,5.0,3.0,24.6,24.0,22.8,21.0,1.0,1.0,4.0,2.0,12.0,11.2,12.8,12.0,3.0,2.0,4.0,5.0,7.7,14.7,9.8,14.7,3.0,1.0,5.0,3.0,10.8,6.6,9.6,8.4,3
5.5,6.0,63.001,-1.0,29.432209,35.61297,4.614,1.0,5.0,3.0,3.0,3.0,24.6,24.0,22.8,21.0,1.0,3.0,3.0,4.0,16.5,15.4,17.6,16.5,4.0,3.0,3.0,5.0,8.25,15.75,10.5,15.75,3.0,1.0,3.0,4.0,9.9,6.05,8.8,7.7,3
6.0,6.0,29.544,28.129,34.139015,35.509445,4.525,3.0,4.0,5.0,5.0,1.0,29.52,28.8,27.36,25.2,4.0,1.0,1.0,1.0,10.5,9.8,11.2,10.5,2.0,5.0,5.0,4.0,8.8,16.8,11.2,16.8,5.0,2.0,1.0,1.0,8.1,4.95,7.2,6.3,3
7.0,7.0,26.899,26.096,46.987133,51.844288,3.98,2.0,1.0,5.0,4.0,5.0,27.88,27.2,25.84,23.8,4.0,4.0,4.0,4.0,24.0,22.4,25.6,24.0,5.0,5.0,4.0,2.0,8.8,16.8,11.2,16.8,2.0,4.0,1.0,2.0,8.1,4.95,7.2,6.3,1
8.0,6.5,62.376,-1.0,34.693966,33.786972,4.675,1.0,3.0,4.0,1.0,4.0,21.32,20.8,19.76,18.2,3.0,4.0,1.0,5.0,19.5,18.2,20.8,19.5,4.0,4.0,5.0,3.0,8.8,16.8,11.2,16.8,4.0,5.0,2.0,4.0,13.5,8.25,12.0,10.5,0
0.0,0.0,67.504,-1.0,44.875908,45.251984,4.794,1.0,5.0,2.0,1.0,4.0,21.32,20.8,19.76,18.2,1.0,5.0,2.0,3.0,16.5,15.4,17.6,16.5,1.0,5.0,2.0,2.0,5.5,10.5,7.0,10.5,2.0,5.0,2.0,1.0,9.0,5.5,8.0,7.0,4
8.0,4.0,31.302,29.286,39.58684,44.248417,4.476,5.0,3.0,2.0,5.0,2.0,27.88,27.2,25.84,23.8,1.0,5.0,1.0,3.0,15.0,14.0,16.0,15.0,3.0,1.0,1.0,1.0,3.3,6.3,4.2,6.3,3.0,1.0,4.0,2.0,9.0,5.5,8.0,7.0,3
9.0,4.5,62.737,-1.0,42.476425,44.969997,5.633,1.0,2.0,4.0,2.0,1.0,16.4,16.0,15.2,14.0,4.0,2.0,3.0,2.0,16.5,15.4,17.6,16.5,1.0,1.0,2.0,2.0,3.3,6.3,4.2,6.3,5.0,4.0,4.0,2.0,13.5,8.25,12.0,10.5,3
8.0,7.0,69.375,-1.0,32.891994,33.786972,4.406,4.0,5.0,4.0,2.0,2.0,27.88,27.2,25.84,23.8,4.0,2.0,5.0,1.0,18.0,16.8,19.2,18.0,5.0,3.0,2.0,2.0,6.6,12.6,8.4,12.6,4.0,4.0,5.0,1.0,12.6,7.7,11.2,9.8,0
7.0,8.0,30.183,29.544,32.009026,32.009026,4.461,2.0,1.0,2.0,5.0,4.0,22.96,22.4,21.28,19.6,3.0,2.0,4.0,5.0,21.0,19.6,22.4,21.0,4.0,1.0,5.0,5.0,8.25,15.75,10.5,15.75,2.0,5.0,4.0,1.0,10.8,6.6,9.6,8.4,1
7.0,6.0,74.632,-1.0,38.029377,33.438423,5.048,2.0,3.0,5.0,5.0,1.0,26.24,25.6,24.32,22.4,4.0,1.0,4.0,1.0,15.0,14.0,16.0,15.0,5.0,2.0,5.0,1.0,7.15,13.65,9.1,13.65,2.0,3.0,5.0,2.0,10.8,6.6,9.6,8.4,3
7.0,8.0,34.251,35.394,35.61297,21.623661,4.348,1.0,5.0,4.0,1.0,3.0,22.96,22.4,21.28,19.6,2.0,2.0,4.0,2.0,15.0,14.0,16.0,15.0,4.0,5.0,5.0,2.0,8.8,16.8,11.2,16.8,2.0,4.0,2.0,1.0,8.1,4.95,7.2,6.3,4
8.0,5.5,53.967,-1.0,29.43,29.43,4.739,3.0,1.0,4.0,1.0,2.0,18.04,17.6,16.72,15.4,1.0,1.0,5.0,2.0,13.5,12.6,14.4,13.5,1.0,1.0,5.0,1.0,4.4,8.4,5.6,8.4,3.0,3.0,3.0,2.0,9.9,6.05,8.8,7.7,3
7.0,7.0,29.502,28.176,43.513535,38.723343,4.061,1.0,2.0,3.0,3.0,5.0,22.96,22.4,21.28,19.6,2.0,4.0,4.0,4.0,21.0,19.6,22.4,21.0,1.0,1.0,3.0,2.0,3.85,7.35,4.9,7.35,1.0,1.0,5.0,2.0,8.1,4.95,7.2,6.3,2
6.5,6.0,61.985,-1.0,35.139626,30.484184,5.068,4.0,2.0,3.0,5.0,4.0,29.52,28.8,27.36,25.2,4.0,3.0,1.0,3.0,16.5,15.4,17.6,16.5,2.0,3.0,1.0,1.0,3.85,7.35,4.9,7.35,3.0,5.0,3.0,1.0,10.8,6.6,9.6,8.4,4
7.0,6.0,29.432,29.167,37.99934,44.266243,4.412,2.0,1.0,5.0,5.0,3.0,26.24,25.6,24.32,22.4,3.0,4.0,5.0,2.0,21.0,19.6,22.4,21.0,1.0,3.0,2.0,3.0,4.95,9.45,6.3,9.45,5.0,3.0,4.0,4.0,14.4,8.8,12.8,11.2,2
5.0,5.0,32.545,31.515,23.84009,35.61297,4.546,4.0,4.0,1.0,1.0,4.0,22.96,22.4,21.28,19.6,4.0,1.0,3.0,4.0,18.0,16.8,19.2,18.0,5.0,3.0,5.0,3.0,8.8,16.8,11.2,16.8,3.0,5.0,4.0,2.0,12.6,7.7,11.2,9.8,0
7.0,2.0,28.79,28.837,46.55901,45.290127,4.059,2.0,4.0,2.0,2.0,2.0,19.68,19.2,18.24,16.8,2.0,4.0,4.0,5.0,22.5,21.0,24.0,22.5,1.0,4.0,4.0,1.0,5.5,10.5,7.0,10.5,5.0,4.0,4.0,3.0,14.4,8.8,12.8,11.2,2
5.0,4.0,27.983,26.578,39.409122,39.409122,4.013,2.0,2.0,5.0,4.0,2.0,24.6,24.0,22.8,21.0,3.0,1.0,4.0,4.0,18.0,16.8,19.2,18.0,3.0,2.0,3.0,2.0,5.5,10.5,7.0,10.5,4.0,4.0,5.0,4.0,15.3,9.35,13.6,11.9,2
7.0,7.0,66.618,-1.0,-2.0,33.786972,4.787,4.0,1.0,5.0,3.0,5.0,29.52,28.8,27.36,25.2,1.0,2.0,5.0,3.0,16.5,15.4,17.6,16.5,2.0,4.0,3.0,3.0,6.6,12.6,8.4,12.6,2.0,5.0,3.0,1.0,9.9,6.05,8.8,7.7,3
8.0,7.0,28.692,27.115,42.8635,45.610493,3.867,3.0,5.0,2.0,1.0,1.0,19.68,19.2,18.24,16.8,1.0,5.0,4.0,3.0,19.5,18.2,20.8,19.5,5.0,1.0,3.0,5.0,7.7,14.7,9.8,14.7,1.0,4.0,5.0,1.0,9.9,6.05,8.8,7.7,1
7.0,0.0,33.029,27.891,44.31708,41.368885,3.882,4.0,3.0,4.0,1.0,2.0,22.96,22.4,21.28,19.6,1.0,3.0,5.0,3.0,18.0,16.8,19.2,18.0,4.0,4.0,1.0,3.0,6.6,12.6,8.4,12.6,2.0,3.0,5.0,3.0,11.7,7.15,10.4,9.1,0
6.0,5.5,52.373,-1.0,0.0,34.09491,5.225,5.0,5.0,3.0,1.0,3.0,27.88,27.2,25.84,23.8,3.0,2.0,5.0,2.0,18.0,16.8,19.2,18.0,4.0,3.0,3.0,1.0,6.05,11.55,7.7,11.55,3.0,3.0,2.0,2.0,9.0,5.5,8.0,7.0,2
7.0,7.0,62.37,-1.0,-2.0,36.54399,4.692,2.0,5.0,4.0,2.0,4.0,27.88,27.2,25.84,23.8,2.0,3.0,2.0,2.0,13.5,12.6,14.4,13.5,5.0,2.0,1.0,5.0,7.15,13.65,9.1,13.65,1.0,5.0,2.0,4.0,10.8,6.6,9.6,8.4,3
5.0,4.0,-2.0,30.536,26.164635,38.44207,4.67,3.0,4.0,4.0,5.0,3.0,31.16,30.4,28.88,26.6,3.0,4.0,5.0,5.0,25.5,23.8,27.2,25.5,4.0,2.0,4.0,3.0,7.15,13.65,9.1,13.65,1.0,3.0,2.0,1.0,6.3,3.85,5.6,4.9,1
8.0,7.0,64.272,-1.0,43.397495,51.950855,4.375,5.0,4.0,1.0,4.0,4.0,29.52,28.8,27.36,25.2,3.0,1.0,3.0,4.0,16.5,15.4,17.6,16.5,2.0,4.0,4.0,4.0,7.7,14.7,9.8,14.7,2.0,2.0,2.0,1.0,6.3,3.85,5.6,4.9,4
8.0,7.0,30.859,28.154,51.449947,49.738556,4.15,5.0,4.0,1.0,5.0,3.0,29.52,28.8,27.36,25.2,5.0,3.0,2.0,1.0,16.5,15.4,17.6,16.5,5.0,3.0,5.0,5.0,9.9,18.9,12.6,18.9,5.0,5.0,1.0,3.0,12.6,7.7,11.2,9.8,3
7.5,6.5,53.648,-1.0,-2.0,24.602924,5.3,5.0,2.0,3.0,5.0,2.0,27.88,27.2,25.84,23.8,1.0,2.0,5.0,1.0,13.5,12.6,14.4,13.5,1.0,3.0,5.0,2.0,6.05,11.55,7.7,11.55,2.0,2.0,5.0,4.0,11.7,7.15,10.4,9.1,3
4.5,4.0,61.132,-1.0,33.269104,30.734474,4.697,2.0,3.0,5.0,4.0,1.0,24.6,24.0,22.8,21.0,3.0,3.0,5.0,3.0,21.0,19.6,22.4,21.0,4.0,3.0,3.0,1.0,6.05,11.55,7.7,11.55,5.0,4.0,2.0,3.0,12.6,7.7,11.2,9.8,2
7.0,8.0,26.16,26.649,40.3882,43.397495,4.043,1.0,2.0,2.0,5.0,4.0,22.96,22.4,21.28,19.6,1.0,3.0,5.0,5.0,21.0,19.6,22.4,21.0,3.0,1.0,1.0,4.0,4.95,9.45,6.3,9.45,4.0,4.0,5.0,5.0,16.2,9.9,14.4,12.6,2
3.0,3.0,37.644,29.816,30.846535,28.319342,4.334,5.0,2.0,2.0,3.0,1.0,21.32,20.8,19.76,18.2,4.0,5.0,2.0,4.0,22.5,21.0,24.0,22.5,4.0,3.0,1.0,4.0,6.6,12.6,8.4,12.6,3.0,1.0,3.0,2.0,8.1,4.95,7.2,6.3,1
7.0,7.0,27.186,28.736,42.52,44.15,3.9,2.0,5.0,3.0,4.0,1.0,24.6,24.0,22.8,21.0,3.0,4.0,3.0,2.0,18.0,16.8,19.2,18.0,2.0,4.0,2.0,3.0,6.05,11.55,7.7,11.55,2.0,5.0,2.0,1.0,9.0,5.5,8.0,7.0,2
9.0,6.0,46.383,-1.0,39.409122,38.44207,4.485,4.0,2.0,2.0,5.0,1.0,22.96,22.4,21.28,19.6,3.0,5.0,5.0,5.0,27.0,25.2,28.8,27.0,3.0,2.0,3.0,3.0,6.05,11.55,7.7,11.55,5.0,3.0,2.0,3.0,11.7,7.15,10.4,9.1,2
8.0,3.0,27.203,28.66,37.51143,34.29769,4.156,4.0,1.0,1.0,5.0,4.0,24.6,24.0,22.8,21.0,2.0,5.0,5.0,4.0,24.0,22.4,25.6,24.0,4.0,3.0,3.0,3.0,7.15,13.65,9.1,13.65,5.0,1.0,5.0,5.0,14.4,8.8,12.8,11.2,0
8.0,3.0,29.674,27.299,15.313323,24.063768,4.316,1.0,2.0,5.0,5.0,2.0,24.6,24.0,22.8,21.0,5.0,2.0,3.0,4.0,21.0,19.6,22.4,21.0,3.0,5.0,3.0,5.0,8.8,16.8,11.2,16.8,4.0,1.0,2.0,4.0,9.9,6.05,8.8,7.7,1
6.5,6.0,60.692,-1.0,32.31695,27.723186,4.575,4.0,3.0,3.0,4.0,1.0,24.6,24.0,22.8,21.0,4.0,2.0,2.0,1.0,13.5,12.6,14.4,13.5,1.0,5.0,3.0,2.0,6.05,11.55,7.7,11.55,1.0,2.0,4.0,1.0,7.2,4.4,6.4,5.6,3
7.0,6.0,26.817,27.838,32.952724,32.069443,4.461,1.0,4.0,2.0,2.0,3.0,19.68,19.2,18.24,16.8,1.0,4.0,3.0,2.0,15.0,14.0,16.0,15.0,1.0,4.0,1.0,2.0,4.4,8.4,5.6,8.4,3.0,2.0,3.0,3.0,9.9,6.05,8.8,7.7,3
7.0,7.0,32.124,28.342,36.54399,50.839634,4.107,5.0,2.0,3.0,1.0,1.0,19.68,19.2,18.24,16.8,5.0,3.0,3.0,1.0,18.0,16.8,19.2,18.0,5.0,3.0,1.0,2.0,6.05,11.55,7.7,11.55,1.0,5.0,3.0,5.0,12.6,7.7,11.2,9.8,2
7.0,6.5,83.286,-1.0,57.69755,48.740086,4.712,3.0,5.0,1.0,2.0,5.0,26.24,25.6,24.32,22.4,2.0,4.0,2.0,3.0,16.5,15.4,17.6,16.5,2.0,3.0,2.0,5.0,6.6,12.6,8.4,12.6,2.0,5.0,5.0,2.0,12.6,7.7,11.2,9.8,3
8.0,7.0,74.23,-1.0,26.225607,28.718325,5.546,1.0,3.0,4.0,2.0,5.0,24.6,24.0,22.8,21.0,4.0,4.0,2.0,4.0,21.0,19.6,22.4,21.0,2.0,2.0,5.0,3.0,6.6,12.6,8.4,12.6,5.0,5.0,5.0,1.0,14.4,8.8,12.8,11.2,0
8.0,7.0,48.463,-1.0,39.409122,37.48702,4.662,1.0,4.0,3.0,2.0,3.0,21.32,20.8,19.76,18.2,4.0,1.0,1.0,1.0,10.5,9.8,11.2,10.5,2.0,4.0,2.0,1.0,4.95,9.45,6.3,9.45,5.0,4.0,5.0,5.0,17.1,10.45,15.2,13.3,3
7.0,6.0,45.866,-1.0,45.463757,41.379276,4.612,4.0,4.0,2.0,3.0,3.0,26.24,25.6,24.32,22.4,3.0,3.0,1.0,5.0,18.0,16.8,19.2,18.0,5.0,2.0,4.0,3.0,7.7,14.7,9.8,14.7,5.0,2.0,5.0,2.0,12.6,7.7,11.2,9.8,0
7.0,7.0,74.402,-1.0,26.164635,22.350456,5.461,5.0,2.0,1.0,5.0,4.0,27.88,27.2,25.84,23.8,4.0,1.0,3.0,4.0,18.0,16.8,19.2,18.0,5.0,3.0,4.0,5.0,9.35,17.85,11.9,17.85,2.0,3.0,4.0,2.0,9.9,6.05,8.8,7.7,1
4.0,3.0,28.115,27.427,44.011738,43.97061,4.239,2.0,3.0,2.0,2.0,1.0,16.4,16.0,15.2,14.0,3.0,4.0,4.0,1.0,18.0,16.8,19.2,18.0,2.0,4.0,3.0,5.0,7.7,14.7,9.8,14.7,1.0,5.0,5.0,4.0,13.5,8.25,12.0,10.5,0
8.0,7.0,60.407,-1.0,20.20611,35.61297,5.063,3.0,5.0,4.0,1.0,1.0,22.96,22.4,21.28,19.6,4.0,4.0,4.0,2.0,21.0,19.6,22.4,21.0,1.0,4.0,4.0,5.0,7.7,14.7,9.8,14.7,1.0,1.0,5.0,2.0,8.1,4.95,7.2,6.3,1
4.5,4.5,69.809,-1.0,28.925055,26.255777,5.47,3.0,2.0,3.0,5.0,5.0,29.52,28.8,27.36,25.2,2.0,2.0,4.0,1.0,13.5,12.6,14.4,13.5,3.0,4.0,5.0,3.0,8.25,15.75,10.5,15.75,4.0,3.0,4.0,4.0,13.5,8.25,12.0,10.5,3
3.0,4.0,31.563,28.088,38.44207,25.377773,3.883,4.0,5.0,3.0,4.0,2.0,29.52,28.8,27.36,25.2,4.0,2.0,2.0,3.0,16.5,15.4,17.6,16.5,1.0,2.0,3.0,2.0,4.4,8.4,5.6,8.4,1.0,2.0,4.0,4.0,9.9,6.05,8.8,7.7,3
7.0,6.0,72.714,-1.0,39.84095,29.6609,5.807,4.0,5.0,1.0,4.0,2.0,26.24,25.6,24.32,22.4,4.0,5.0,5.0,4.0,27.0,25.2,28.8,27.0,1.0,3.0,2.0,2.0,4.4,8.4,5.6,8.4,4.0,5.0,2.0,5.0,14.4,8.8,12.8,11.2,2
5.0,5.0,30.49,30.601,31.075954,32.74573,4.556,3.0,1.0,1.0,3.0,3.0,18.04,17.6,16.72,15.4,1.0,2.0,5.0,2.0,15.0,14.0,16.0,15.0,1.0,3.0,5.0,4.0,7.15,13.65,9.1,13.65,4.0,2.0,5.0,2.0,11.7,7.15,10.4,9.1,3
5.0,4.0,32.837997,28.761,36.120487,33.904076,4.778,2.0,5.0,4.0,3.0,4.0,29.52,28.8,27.36,25.2,5.0,4.0,5.0,1.0,22.5,21.0,24.0,22.5,3.0,5.0,3.0,3.0,7.7,14.7,9.8,14.7,5.0,5.0,1.0,1.0,10.8,6.6,9.6,8.4,1
8.0,7.0,31.004,29.735,32.197475,29.050236,4.512,1.0,2.0,5.0,3.0,2.0,21.32,20.8,19.76,18.2,5.0,4.0,2.0,4.0,22.5,21.0,24.0,22.5,4.0,1.0,3.0,5.0,7.15,13.65,9.1,13.65,5.0,5.0,4.0,5.0,17.1,10.45,15.2,13.3,0
7.0,7.0,34.44,31.116,34.091805,24.28489,4.555,5.0,4.0,2.0,4.0,2.0,27.88,27.2,25.84,23.8,4.0,1.0,1.0,2.0,12.0,11.2,12.8,12.0,2.0,2.0,5.0,4.0,7.15,13.65,9.1,13.65,3.0,1.0,5.0,3.0,10.8,6.6,9.6,8.4,3
6.5,6.0,59.823,-1.0,45.298176,46.31712,4.672,2.0,5.0,4.0,4.0,3.0,29.52,28.8,27.36,25.2,2.0,1.0,1.0,1.0,7.5,7.0,8.0,7.5,4.0,5.0,4.0,4.0,9.35,17.85,11.9,17.85,5.0,4.0,4.0,5.0,16.2,9.9,14.4,12.6,4
5.0,8.0,28.715,29.33,32.891994,34.693966,3.981,2.0,5.0,1.0,5.0,4.0,27.88,27.2,25.84,23.8,5.0,3.0,2.0,3.0,19.5,18.2,20.8,19.5,4.0,3.0,5.0,2.0,7.7,14.7,9.8,14.7,5.0,4.0,1.0,4.0,12.6,7.7,11.2,9.8,0
8.0,4.0,28.486,28.641,37.11903,40.52101,4.669,1.0,2.0,3.0,1.0,2.0,14.76,14.4,13.68,12.6,3.0,5.0,2.0,5.0,22.5,21.0,24.0,22.5,5.0,1.0,5.0,4.0,8.25,15.75,10.5,15.75,2.0,5.0,2.0,4.0,11.7,7.15,10.4,9.1,4
4.0,4.0,48.913,-1.0,32.01,37.49,4.546,2.0,1.0,3.0,4.0,1.0,18.04,17.6,16.72,15.4,1.0,1.0,3.0,3.0,12.0,11.2,12.8,12.0,3.0,5.0,5.0,5.0,9.9,18.9,12.6,18.9,2.0,3.0,4.0,2.0,9.9,6.05,8.8,7.7,3
8.0,7.0,32.041,32.89,40.772587,37.206905,4.268,3.0,5.0,2.0,4.0,5.0,31.16,30.4,28.88,26.6,1.0,5.0,2.0,2.0,15.0,14.0,16.0,15.0,2.0,4.0,3.0,1.0,5.5,10.5,7.0,10.5,3.0,4.0,5.0,3.0,13.5,8.25,12.0,10.5,3
7.0,6.0,64.417,-1.0,-2.0,47.645145,4.745,4.0,5.0,1.0,1.0,2.0,21.32,20.8,19.76,18.2,5.0,2.0,1.0,5.0,19.5,18.2,20.8,19.5,4.0,5.0,4.0,1.0,7.7,14.7,9.8,14.7,3.0,2.0,4.0,2.0,9.9,6.05,8.8,7.7,1
7.0,4.0,26.401,25.403,37.48702,47.578068,3.803,5.0,5.0,4.0,4.0,5.0,37.72,36.8,34.96,32.2,1.0,2.0,5.0,2.0,15.0,14.0,16.0,15.0,5.0,2.0,4.0,4.0,8.25,15.75,10.5,15.75,5.0,3.0,1.0,5.0,12.6,7.7,11.2,9.8,3
5.0,6.0,28.069,27.137,32.89,40.39,4.108,3.0,3.0,1.0,5.0,5.0,27.88,27.2,25.84,23.8,3.0,2.0,2.0,5.0,18.0,16.8,19.2,18.0,3.0,1.0,3.0,4.0,6.05,11.55,7.7,11.55,1.0,3.0,4.0,5.0,11.7,7.15,10.4,9.1,2
5.0,5.0,62.25,-1.0,35.76854,36.61792,4.599,5.0,3.0,2.0,5.0,5.0,32.8,32.0,30.4,28.0,4.0,3.0,3.0,1.0,16.5,15.4,17.6,16.5,2.0,2.0,2.0,2.0,4.4,8.4,5.6,8.4,5.0,5.0,1.0,5.0,14.4,8.8,12.8,11.2,4
5.0,5.5,60.79,-1.0,35.42439,39.505657,4.68,2.0,5.0,1.0,4.0,1.0,21.32,20.8,19.76,18.2,2.0,5.0,1.0,1.0,13.5,12.6,14.4,13.5,3.0,4.0,2.0,1.0,5.5,10.5,7.0,10.5,5.0,3.0,3.0,3.0,12.6,7.7,11.2,9.8,3
8.0,6.5,69.671,-1.0,44.616245,44.172596,4.713,1.0,5.0,5.0,1.0,4.0,26.24,25.6,24.32,22.4,2.0,3.0,2.0,5.0,18.0,16.8,19.2,18.0,3.0,3.0,1.0,3.0,5.5,10.5,7.0,10.5,5.0,4.0,3.0,5.0,15.3,9.35,13.6,11.9,2
5.0,5.0,69.734,-1.0,27.553108,26.303907,5.148,1.0,3.0,2.0,2.0,2.0,16.4,16.0,15.2,14.0,2.0,3.0,2.0,5.0,18.0,16.8,19.2,18.0,1.0,5.0,1.0,3.0,5.5,10.5,7.0,10.5,5.0,3.0,5.0,4.0,15.3,9.35,13.6,11.9,2
8.0,7.0,29.216,27.118,44.793022,45.5226,4.332,2.0,4.0,3.0,4.0,3.0,26.24,25.6,24.32,22.4,2.0,3.0,2.0,4.0,16.5,15.4,17.6,16.5,3.0,1.0,3.0,1.0,4.4,8.4,5.6,8.4,1.0,5.0,4.0,1.0,9.9,6.05,8.8,7.7,4
5.5,3.0,55.716,-1.0,42.38238,50.839634,4.212,2.0,3.0,3.0,1.0,5.0,22.96,22.4,21.28,19.6,1.0,1.0,4.0,3.0,13.5,12.6,14.4,13.5,5.0,2.0,5.0,1.0,7.15,13.65,9.1,13.65,3.0,2.0,3.0,3.0,9.9,6.05,8.8,7.7,3
6.5,7.0,64.873,-1.0,28.597296,37.48702,4.757,5.0,3.0,2.0,5.0,5.0,32.8,32.0,30.4,28.0,5.0,4.0,5.0,2.0,24.0,22.4,25.6,24.0,4.0,2.0,2.0,3.0,6.05,11.55,7.7,11.55,5.0,3.0,4.0,5.0,15.3,9.35,13.6,11.9,2
