R1,R2,Rhythm,CTest1,CTest2,CScore,VJump1,VJump2,VJumpScore,30m,30mScore,PH1,PH2,PH3,PH4,PH5,PHTotal,PHA,PHB,PHV,PHF,Reac1,Reac2,Reac3,Reac4,RTotal,RA,RB,RV,RF,S1,S2,S3,S4,STotal,SA,SB,SV,SF,PS1,PS2,PS3,PS4,PSTotal,PSA,PSB,PSV,PSF,Branch
8,7,15,28.805,29.767,37.81230211,35.386307,34.14897,3.25601995,4.267,12.82157421,5,4,1,4,4,72,29.52,28.8,27.36,25.2,5,1,5,1,60,18,16.8,19.2,18,2,2,4,1,45,4.95,9.45,6.3,9.45,5,5,2,4,80,14.4,8.8,12.8,11.2,C3
4,4,8,26.463,26.56,37.77822733,41.67466,39.366604,3.90873313,4.203,8.395721018,1,4,3,2,2,48,19.68,19.2,18.24,16.8,5,1,4,4,70,21,19.6,22.4,21,5,4,1,2,60,6.6,12.6,8.4,12.6,3,1,3,4,55,9.9,6.05,8.8,7.7,C2
7,8,15,31.691,28.29,37.71846235,28.597296,32.891994,4.141176939,4.492,10.19949853,5,3,4,4,5,84,34.44,33.6,31.92,29.4,3,2,1,4,50,15,14,16,15,3,1,3,4,55,6.05,11.55,7.7,11.55,3,5,5,3,80,14.4,8.8,12.8,11.2,C4
8,7,15,30.073,28.851,37.66496032,30.608036,32.767147,2.411895543,4.381,11.40248895,4,1,2,4,2,52,21.32,20.8,19.76,18.2,2,3,5,2,60,18,16.8,19.2,18,5,4,2,2,65,7.15,13.65,9.1,13.65,5,2,4,4,75,13.5,8.25,12,10.5,C1
8,7,15,28.851,29.373,37.66496032,36.54239,36.540108,3.628611863,4.442,10.64315468,2,2,4,2,5,60,24.6,24,22.8,21,4,3,4,3,70,21,19.6,22.4,21,1,2,1,4,40,4.4,8.4,5.6,8.4,2,1,4,2,45,8.1,4.95,7.2,6.3,C3
3,4,7,26.319,27.201,37.60981947,39.41,38.44,3.297448754,3.915,15,5,4,1,5,3,72,29.52,28.8,27.36,25.2,1,1,2,5,45,13.5,12.6,14.4,13.5,2,2,3,3,50,5.5,10.5,7,10.5,5,5,4,1,75,13.5,8.25,12,10.5,C4
6,4,10,27.121,25.454,37.60486275,30.279137,26.164635,0.805485994,4.155,9.330353737,1,5,5,2,2,60,24.6,24,22.8,21,1,4,4,4,65,19.5,18.2,20.8,19.5,3,1,3,5,60,6.6,12.6,8.4,12.6,4,2,2,5,65,11.7,7.15,10.4,9.1,C1
7.5,6.5,14,51.352,-1,37.58665323,33.786972,27.774395,2.938774824,4.804,7.724217474,5,2,4,5,2,72,29.52,28.8,27.36,25.2,5,3,5,2,75,22.5,21,24,22.5,2,2,5,2,55,6.05,11.55,7.7,11.55,4,3,1,2,50,9,5.5,8,7,C3
8,7,15,28.885,30.435,37.55605459,40.1837,35.893406,4.802164137,4.428,10.81742764,5,1,2,1,2,44,18.04,17.6,16.72,15.4,2,5,5,1,65,19.5,18.2,20.8,19.5,4,5,1,3,65,7.15,13.65,9.1,13.65,1,1,4,2,40,7.2,4.4,6.4,5.6,C2
7,7,14,32.124,28.342,37.55181402,36.54399,50.839634,10,4.107,15,5,2,3,1,1,48,19.68,19.2,18.24,16.8,5,3,3,1,60,18,16.8,19.2,18,5,3,1,2,55,6.05,11.55,7.7,11.55,1,5,3,5,70,12.6,7.7,11.2,9.8,C3
7.5,7,14.5,51.486,-1,37.46816665,45.463757,44.424614,6.38864398,4.533,10.76233327,3,2,3,2,1,44,18.04,17.6,16.72,15.4,3,5,2,5,75,22.5,21,24,22.5,3,5,2,4,70,7.7,14.7,9.8,14.7,5,2,3,2,60,10.8,6.6,9.6,8.4,C2
4,4,8,51.561,-1,37.40184903,31.138077,31.138077,2.15616703,4.644,9.517938495,5,3,5,5,5,92,37.72,36.8,34.96,32.2,3,3,2,5,65,19.5,18.2,20.8,19.5,2,1,2,2,35,3.85,7.35,4.9,7.35,1,5,5,1,60,10.8,6.6,9.6,8.4,C3
7,7,14,32.947998,28.404,37.35310793,32.891994,29.432209,4.141176939,4.766,6.783043742,2,3,1,3,4,52,21.32,20.8,19.76,18.2,4,4,3,5,80,24,22.4,25.6,24,2,5,2,3,60,6.6,12.6,8.4,12.6,5,5,1,4,75,13.5,8.25,12,10.5,C1
7,7,14,31.981,28.422,37.2954163,18.169884,20.90888,0.22941215,4.574,9.177057445,3,4,3,4,3,68,27.88,27.2,25.84,23.8,4,3,4,2,65,19.5,18.2,20.8,19.5,4,4,3,3,70,7.7,14.7,9.8,14.7,1,2,3,3,45,8.1,4.95,7.2,6.3,C2
6,8,14,28.658,28.423,37.29221374,26.963509,33.786972,4.433333278,4.572,9.201993048,2,2,3,2,5,56,22.96,22.4,21.28,19.6,2,3,1,1,35,10.5,9.8,11.2,10.5,1,2,4,5,60,6.6,12.6,8.4,12.6,3,4,3,2,60,10.8,6.6,9.6,8.4,C4
6,7,13,27.26,26.559,37.28052735,38.81545,38.595306,3.016670644,4.125,9.438503087,4,4,3,3,1,60,24.6,24,22.8,21,1,5,5,3,70,21,19.6,22.4,21,2,4,1,3,50,5.5,10.5,7,10.5,2,3,1,2,40,7.2,4.4,6.4,5.6,C3
6,8,14,26.64,25.533,37.27348387,35.61,40.39,4.0569821,4.14,9.55357343,1,2,5,3,1,48,19.68,19.2,18.24,16.8,1,2,1,5,45,13.5,12.6,14.4,13.5,3,5,1,1,50,5.5,10.5,7,10.5,1,1,1,5,40,7.2,4.4,6.4,5.6,C4
5.5,5.5,11,64.33,-1,37.26638675,24.602924,24.602924,1.368276775,5.472,5.443274081,1,3,5,4,4,68,27.88,27.2,25.84,23.8,2,3,5,5,75,22.5,21,24,22.5,3,4,5,2,70,7.7,14.7,9.8,14.7,2,1,2,1,30,5.4,3.3,4.8,4.2,C2
8,7,15,26.58,29.27,37.17165917,54.843422,55.982918,8.372853398,3.931,12.03208655,5,3,1,1,5,60,24.6,24,22.8,21,4,1,1,2,40,12,11.2,12.8,12,1,5,4,4,70,7.7,14.7,9.8,14.7,3,2,4,4,65,11.7,7.15,10.4,9.1,C4
3,7,10,32.092,32.53,37.16705114,32.29,36.18,7.278004289,4.44,15,2,3,1,1,4,44,18.04,17.6,16.72,15.4,3,4,5,5,85,25.5,23.8,27.2,25.5,5,2,3,2,60,6.6,12.6,8.4,12.6,3,4,3,1,55,9.9,6.05,8.8,7.7,C2
7,7,14,28.467,29.612,37.15120196,30.279137,32.891994,4.141176939,4.604,8.802990317,4,1,3,3,4,60,24.6,24,22.8,21,2,3,4,5,70,21,19.6,22.4,21,2,3,4,5,70,7.7,14.7,9.8,14.7,1,2,3,2,40,7.2,4.4,6.4,5.6,C2
6.5,6.5,13,51.872,-1,37.12685555,31.138077,30.279137,2.15616703,4.536,10.72870374,2,2,5,4,3,64,26.24,25.6,24.32,22.4,5,5,2,1,65,19.5,18.2,20.8,19.5,5,3,5,2,75,8.25,15.75,10.5,15.75,3,3,5,3,70,12.6,7.7,11.2,9.8,C1
3,6,9,35.809,32.108,37.10828394,32.15,33.16,5.525246859,4.75,11.87919438,3,4,4,3,4,72,29.52,28.8,27.36,25.2,1,4,4,1,50,15,14,16,15,1,5,4,1,55,6.05,11.55,7.7,11.55,1,4,3,1,45,8.1,4.95,7.2,6.3,C4
6,5.5,11.5,64.109,-1,37,34.708443,31.691607,7.5,5.335,5.5,1,4,4,1,1,44,18.04,17.6,16.72,15.4,1,3,1,1,30,9,8.4,9.6,9,1,1,1,3,30,3.3,6.3,4.2,6.3,1,2,2,3,40,7.2,4.4,6.4,5.6,C5
8,6,14,54.937,-1,37,49.192696,50.418163,8.5,4.007,15,1,3,2,3,2,44,18.04,17.6,16.72,15.4,5,4,4,4,85,25.5,23.8,27.2,25.5,5,2,2,5,70,7.7,14.7,9.8,14.7,4,5,1,4,70,12.6,7.7,11.2,9.8,C1
7,6,13,54.018,-1,37,36.55296,36.22743,5,4.99,4.5,3,2,1,2,5,52,21.32,20.8,19.76,18.2,1,2,4,4,55,16.5,15.4,17.6,16.5,4,5,5,2,80,8.8,16.8,11.2,16.8,2,5,4,4,75,13.5,8.25,12,10.5,C4
7,6.5,13.5,64.345,-1,37,35.12309,32.741676,7.5,5.48,3.5,3,3,1,5,4,64,26.24,25.6,24.32,22.4,5,2,1,5,65,19.5,18.2,20.8,19.5,1,2,5,1,45,4.95,9.45,6.3,9.45,2,2,1,4,45,8.1,4.95,7.2,6.3,C3
7,5.5,12.5,54.804,-1,37,31.567696,40.848404,6,5.096,3,1,3,3,5,4,64,26.24,25.6,24.32,22.4,4,5,5,5,95,28.5,26.6,30.4,28.5,1,1,2,2,30,3.3,6.3,4.2,6.3,3,5,1,1,50,9,5.5,8,7,C3
8,7,15,54.723,-1,37,29.93444,29.180593,3,4.857,6,4,2,2,4,5,68,27.88,27.2,25.84,23.8,1,3,3,4,55,16.5,15.4,17.6,16.5,4,1,4,1,50,5.5,10.5,7,10.5,4,1,4,5,70,12.6,7.7,11.2,9.8,C4
8,7,15,54.856,-1,37,49.883274,52.00226,9,4.635,8.5,1,3,5,3,5,68,27.88,27.2,25.84,23.8,5,3,5,1,70,21,19.6,22.4,21,2,5,2,3,60,6.6,12.6,8.4,12.6,2,3,3,3,55,9.9,6.05,8.8,7.7,C2
6.5,5,11.5,54.936,-1,37,0,32.51539,4,5.05,3.5,1,5,5,3,4,72,29.52,28.8,27.36,25.2,2,1,2,3,40,12,11.2,12.8,12,4,1,1,3,45,4.95,9.45,6.3,9.45,4,5,3,4,80,14.4,8.8,12.8,11.2,C4
7,6.5,13.5,64.791,-1,37,30.052801,26.84222,6.5,5.342,5.5,5,4,5,3,1,72,29.52,28.8,27.36,25.2,2,3,2,4,55,16.5,15.4,17.6,16.5,2,4,5,4,75,8.25,15.75,10.5,15.75,5,3,2,1,55,9.9,6.05,8.8,7.7,C4
6.5,6,12.5,54.37,-1,37,43.026314,43.774952,6.5,4.505,10.5,1,3,5,4,5,72,29.52,28.8,27.36,25.2,4,4,2,5,75,22.5,21,24,22.5,2,5,4,5,80,8.8,16.8,11.2,16.8,3,1,2,5,55,9.9,6.05,8.8,7.7,C2
6,6,12,54.618,-1,37,44.77435,40.13529,7,4.713,7.5,5,5,3,5,5,92,37.72,36.8,34.96,32.2,5,1,3,1,50,15,14,16,15,2,5,4,2,65,7.15,13.65,9.1,13.65,2,4,2,4,60,10.8,6.6,9.6,8.4,C4
7,8,15,28.963,28.561,36.84993356,26.164635,30.279137,3.28823626,4.365,11.78304344,3,5,2,4,5,76,31.16,30.4,28.88,26.6,3,5,3,2,65,19.5,18.2,20.8,19.5,3,5,4,4,80,8.8,16.8,11.2,16.8,2,4,5,1,60,10.8,6.6,9.6,8.4,C2
8,6.5,14.5,64.905,-1,36.80662394,23.84009,23.84009,1.017932221,4.937,11.47257954,3,2,2,3,4,56,22.96,22.4,21.28,19.6,2,4,4,1,55,16.5,15.4,17.6,16.5,2,2,3,2,45,4.95,9.45,6.3,9.45,5,2,2,2,55,9.9,6.05,8.8,7.7,C4
8,2,10,30.437,26.653,36.79320216,27.92432,42.61696,4.202726781,3.884,12.66042799,5,1,3,2,5,64,26.24,25.6,24.32,22.4,4,4,2,1,55,16.5,15.4,17.6,16.5,2,5,5,1,65,7.15,13.65,9.1,13.65,3,4,4,4,75,13.5,8.25,12,10.5,C5
7,7,14,29.124,30.863,36.79051995,40.750534,34.602074,4.984847903,4.476,10.21991909,5,4,1,4,1,60,24.6,24,22.8,21,2,3,5,4,70,21,19.6,22.4,21,2,3,1,3,45,4.95,9.45,6.3,9.45,3,3,3,5,70,12.6,7.7,11.2,9.8,C3
6,6.5,12.5,64.944,-1,36.77544057,30.279137,26.164635,3.975172937,4.722,13.89556646,4,3,3,2,5,68,27.88,27.2,25.84,23.8,1,2,2,4,45,13.5,12.6,14.4,13.5,4,5,2,3,70,7.7,14.7,9.8,14.7,5,4,1,4,70,12.6,7.7,11.2,9.8,C4
8,3,11,27.377,26.672,36.69469535,47.119278,46.210182,5.607432723,4.107,9.679146409,1,1,3,1,2,32,13.12,12.8,12.16,11.2,1,3,5,4,65,19.5,18.2,20.8,19.5,1,1,1,2,25,2.75,5.25,3.5,5.25,3,4,2,4,65,11.7,7.15,10.4,9.1,C5
5,6.5,11.5,52.363,-1,36.69270247,32.009026,25.377773,2.413486093,4.696,8.934978247,3,2,3,3,3,56,22.96,22.4,21.28,19.6,4,5,5,1,75,22.5,21,24,22.5,1,1,2,4,40,4.4,8.4,5.6,8.4,1,2,2,1,30,5.4,3.3,4.8,4.2,C3
7,7,14,26.673,26.719,36.68951333,46.87033,44.44809,5.52976191,4.413,5.588233173,4,3,3,5,3,72,29.52,28.8,27.36,25.2,5,4,3,4,80,24,22.4,25.6,24,3,1,3,5,60,6.6,12.6,8.4,12.6,2,2,5,2,55,9.9,6.05,8.8,7.7,C2
7,6,13,29.432,29.167,36.65278852,37.99934,44.266243,6.117919683,4.412,11.01659507,2,1,5,5,3,64,26.24,25.6,24.32,22.4,3,4,5,2,70,21,19.6,22.4,21,1,3,2,3,45,4.95,9.45,6.3,9.45,5,3,4,4,80,14.4,8.8,12.8,11.2,C3
4,3,7,27.031,26.696,36.57027841,40.959717,47.01689,5.575488806,4.223,8.128341436,3,3,2,2,4,56,22.96,22.4,21.28,19.6,5,4,2,4,75,22.5,21,24,22.5,5,4,2,1,60,6.6,12.6,8.4,12.6,2,2,2,1,35,6.3,3.85,5.6,4.9,C2
5.5,5.5,11,52.528,-1,36.54680371,32.891994,29.432209,2.674356401,5.046,5.011211783,3,1,3,5,5,68,27.88,27.2,25.84,23.8,3,5,4,3,75,22.5,21,24,22.5,4,1,2,3,50,5.5,10.5,7,10.5,5,5,3,4,85,15.3,9.35,13.6,11.9,C3
7,3,10,27.2,26.703,36.5339908,46.48349,47.26805,5.653849244,4.042,10.54813117,5,1,5,5,2,72,29.52,28.8,27.36,25.2,4,4,1,3,60,18,16.8,19.2,18,3,5,5,1,70,7.7,14.7,9.8,14.7,4,5,5,1,75,13.5,8.25,12,10.5,C1
5,7,12,29.222,26.72,36.44585609,41.504295,43.287132,4.411818385,3.978,11.40374511,1,3,3,5,4,64,26.24,25.6,24.32,22.4,5,3,5,3,80,24,22.4,25.6,24,3,1,3,1,40,4.4,8.4,5.6,8.4,1,3,5,1,50,9,5.5,8,7,C3
6,5,11,27.778,26.721,36.44066334,43.38568,45.975815,5.25067687,4.381,6.016041487,3,2,2,3,3,52,21.32,20.8,19.76,18.2,4,2,3,1,50,15,14,16,15,5,5,2,2,70,7.7,14.7,9.8,14.7,3,1,2,4,50,9,5.5,8,7,C4
7,7,14,30.889,29.236,36.43177718,31.990368,37.47537,3.929300308,4.476,10.21991909,4,4,1,1,4,56,22.96,22.4,21.28,19.6,3,3,4,5,75,22.5,21,24,22.5,4,1,3,5,65,7.15,13.65,9.1,13.65,5,2,5,4,80,14.4,8.8,12.8,11.2,C1
7,6,13,29.444,29.259,36.35810494,40.02692,46.03859,6.689126492,4.395,11.22821599,1,1,2,1,3,32,13.12,12.8,12.16,11.2,3,2,3,2,50,15,14,16,15,1,3,1,3,40,4.4,8.4,5.6,8.4,1,5,5,5,80,14.4,8.8,12.8,11.2,C5
3,5,8,27.594,26.748,36.30069494,40.726784,40.665195,3.612999618,4.188,8.596253693,2,1,5,2,1,44,18.04,17.6,16.72,15.4,4,5,2,2,65,19.5,18.2,20.8,19.5,5,3,5,2,75,8.25,15.75,10.5,15.75,5,4,2,5,80,14.4,8.8,12.8,11.2,C1
7,3,10,26.748,28.196,36.30069494,38.65145,40.846287,3.650284111,4.186,8.622996211,4,5,1,4,4,72,29.52,28.8,27.36,25.2,2,2,4,2,50,15,14,16,15,1,5,1,5,60,6.6,12.6,8.4,12.6,1,5,2,1,45,8.1,4.95,7.2,6.3,C4
8,4,12,31.302,29.286,36.27162516,39.58684,44.248417,6.112174392,4.476,10.21991909,5,3,2,5,2,68,27.88,27.2,25.84,23.8,1,5,1,3,50,15,14,16,15,3,1,1,1,30,3.3,6.3,4.2,6.3,3,1,4,2,50,9,5.5,8,7,C4
8,3,11,27.265,26.757,36.25402987,37.048363,35.447983,2.465346754,4.443,5.187166929,2,5,1,1,2,44,18.04,17.6,16.72,15.4,1,1,5,2,45,13.5,12.6,14.4,13.5,3,3,4,1,55,6.05,11.55,7.7,11.55,1,2,2,2,35,6.3,3.85,5.6,4.9,C4
8,7,15,27.216,26.762,36.22811437,42.123146,39.87213,4.048659205,4.139,9.251337647,2,4,4,3,2,60,24.6,24,22.8,21,4,1,4,4,65,19.5,18.2,20.8,19.5,3,5,2,3,65,7.15,13.65,9.1,13.65,2,5,2,4,65,11.7,7.15,10.4,9.1,C1
7,3,10,26.768,27.684,36.19700611,42.850304,43.14273,4.366765618,4.605,3.021388873,2,1,1,1,5,40,16.4,16,15.2,14,4,1,5,3,65,19.5,18.2,20.8,19.5,2,2,1,5,50,5.5,10.5,7,10.5,2,4,4,5,75,13.5,8.25,12,10.5,C3
6.5,6.5,13,65.718,-1,36.15655839,32.891994,27.774395,5.175172091,4.809,12.91510195,3,5,1,4,3,64,26.24,25.6,24.32,22.4,5,1,5,5,80,24,22.4,25.6,24,2,3,1,4,50,5.5,10.5,7,10.5,2,3,1,1,35,6.3,3.85,5.6,4.9,C3
7.5,7,14.5,52.995,-1,36.13387227,33.786972,33.786972,2.938774824,5.319,1.950675845,3,5,3,4,2,68,27.88,27.2,25.84,23.8,1,1,5,2,45,13.5,12.6,14.4,13.5,4,2,1,5,60,6.6,12.6,8.4,12.6,4,3,1,5,65,11.7,7.15,10.4,9.1,C4
5,8,13,27.754,26.496,36.0638237,49.54,48.46,7.781438828,3.79,13.41176659,5,3,3,5,4,80,32.8,32,30.4,28,2,1,1,4,40,12,11.2,12.8,12,5,2,4,3,70,7.7,14.7,9.8,14.7,3,4,5,2,70,12.6,7.7,11.2,9.8,C5
5.5,3,8.5,53.08,-1,36.05870873,36.54399,31.138077,3.753327429,4.949,6.098657101,4,4,1,5,2,64,26.24,25.6,24.32,22.4,3,2,2,5,60,18,16.8,19.2,18,1,5,3,1,50,5.5,10.5,7,10.5,4,5,4,2,75,13.5,8.25,12,10.5,C3
8,7,15,27.667,26.799,36.03629082,41.603935,40.234394,3.88666749,4.09,9.906415343,1,1,4,3,1,40,16.4,16,15.2,14,3,4,4,3,70,21,19.6,22.4,21,5,3,3,3,70,7.7,14.7,9.8,14.7,5,2,1,5,65,11.7,7.15,10.4,9.1,C1
7,2,9,26.801,27.184,36.02591604,42.99683,42.83885,4.321245253,4.222,8.141709566,1,5,1,3,2,48,19.68,19.2,18.24,16.8,4,5,5,3,85,25.5,23.8,27.2,25.5,5,4,1,3,65,7.15,13.65,9.1,13.65,2,3,4,1,50,9,5.5,8,7,C2
8,7,15,31.921,29.37,36.00256205,41.184937,42.388866,5.512863398,4.364,11.61410987,2,2,4,3,2,52,21.32,20.8,19.76,18.2,4,3,2,2,55,16.5,15.4,17.6,16.5,3,3,3,1,50,5.5,10.5,7,10.5,3,2,5,4,70,12.6,7.7,11.2,9.8,C4
8,7,15,55.043,-1,36,52.77976,51.91048,9,4.186,14.5,1,3,4,1,2,44,18.04,17.6,16.72,15.4,1,1,2,4,40,12,11.2,12.8,12,4,1,2,4,55,6.05,11.55,7.7,11.55,3,3,3,4,65,11.7,7.15,10.4,9.1,C4
7.5,7,14.5,55.507,-1,36,43.665,44.39348,7,4.504,10.5,4,4,2,2,1,52,21.32,20.8,19.76,18.2,2,4,4,2,60,18,16.8,19.2,18,2,3,2,5,60,6.6,12.6,8.4,12.6,2,4,1,1,40,7.2,4.4,6.4,5.6,C2
7,6.5,13.5,55.897,-1,36,43.66587,34.317142,6.5,4.455,11,2,2,4,2,3,52,21.32,20.8,19.76,18.2,4,5,2,5,80,24,22.4,25.6,24,2,5,3,1,55,6.05,11.55,7.7,11.55,5,4,5,1,75,13.5,8.25,12,10.5,C3
5.5,3.5,9,55.065,-1,36,35.028015,36.09308,5,4.923,5,3,2,4,4,1,56,22.96,22.4,21.28,19.6,2,3,2,3,50,15,14,16,15,5,4,4,2,75,8.25,15.75,10.5,15.75,4,3,1,2,50,9,5.5,8,7,C4
8,6.5,14.5,55.883,-1,36,38.019684,36.232624,5.5,4.57,9.5,1,4,2,4,4,60,24.6,24,22.8,21,4,4,4,1,65,19.5,18.2,20.8,19.5,1,2,2,5,50,5.5,10.5,7,10.5,1,3,1,3,40,7.2,4.4,6.4,5.6,C3
6.5,4,10.5,55.402,-1,36,46.662266,39.636177,7.5,4.263,13.5,2,5,3,2,5,68,27.88,27.2,25.84,23.8,1,1,1,1,20,6,5.6,6.4,6,3,2,1,2,40,4.4,8.4,5.6,8.4,4,5,1,5,75,13.5,8.25,12,10.5,C4
8,7,15,65.508,-1,36,35.006786,28.548176,7.5,4.938,10.5,1,3,4,5,4,68,27.88,27.2,25.84,23.8,2,3,2,3,50,15,14,16,15,5,1,2,2,50,5.5,10.5,7,10.5,4,5,5,4,90,16.2,9.9,14.4,12.6,C4
6,5,11,65.348,-1,36,36.148167,-2,8,5.289,6,5,5,3,2,3,72,29.52,28.8,27.36,25.2,5,1,1,5,60,18,16.8,19.2,18,4,2,3,2,55,6.05,11.55,7.7,11.55,1,2,3,3,45,8.1,4.95,7.2,6.3,C3
6,6.5,12.5,55.478,-1,36,41.14402,41.082825,6,4.506,10.5,3,5,1,5,5,76,31.16,30.4,28.88,26.6,1,1,3,2,35,10.5,9.8,11.2,10.5,4,1,1,5,55,6.05,11.55,7.7,11.55,2,1,1,5,45,8.1,4.95,7.2,6.3,C4
7,6,13,55.979,-1,36,34.650158,38.946205,5.5,5.119,2.5,4,4,5,4,2,76,31.16,30.4,28.88,26.6,3,4,2,4,65,19.5,18.2,20.8,19.5,1,3,1,4,45,4.95,9.45,6.3,9.45,1,2,2,3,40,7.2,4.4,6.4,5.6,C3
6.5,5.5,12,65.24,-1,36,37.69542,42.989277,9.5,4.858,11.5,5,5,2,4,4,80,32.8,32,30.4,28,5,3,1,5,70,21,19.6,22.4,21,2,3,4,3,60,6.6,12.6,8.4,12.6,4,1,3,4,60,10.8,6.6,9.6,8.4,C2
4,6,10,35.914,32.413,35.98825514,38.27,37.63,8.491004705,4.54,13.99328917,4,4,3,4,2,68,27.88,27.2,25.84,23.8,1,5,5,2,65,19.5,18.2,20.8,19.5,2,1,1,4,40,4.4,8.4,5.6,8.4,1,5,5,3,70,12.6,7.7,11.2,9.8,C3
7,6,13,26.817,27.838,35.94297409,32.952724,32.069443,1.187523603,4.461,4.946523607,1,4,2,2,3,48,19.68,19.2,18.24,16.8,1,4,3,2,50,15,14,16,15,1,4,1,2,40,4.4,8.4,5.6,8.4,3,2,3,3,55,9.9,6.05,8.8,7.7,C4
8,7,15,29.397,30.078,35.91608495,27.757708,29.275766,1.286664307,4.671,7.792530656,5,3,4,4,2,72,29.52,28.8,27.36,25.2,2,5,5,3,75,22.5,21,24,22.5,4,3,3,5,75,8.25,15.75,10.5,15.75,3,2,3,5,65,11.7,7.15,10.4,9.1,C1
5.5,5,10.5,53.25,-1,35.90839237,38.44207,46.5149,6.699200869,4.82,7.544842064,1,5,5,1,2,56,22.96,22.4,21.28,19.6,3,3,5,1,60,18,16.8,19.2,18,5,4,2,4,75,8.25,15.75,10.5,15.75,4,1,5,5,75,13.5,8.25,12,10.5,C1
6.5,6,12.5,53.287,-1,35.87567747,41.379276,35.61297,5.181896687,4.949,6.098657101,3,3,5,1,2,56,22.96,22.4,21.28,19.6,4,3,5,2,70,21,19.6,22.4,21,3,1,1,3,40,4.4,8.4,5.6,8.4,2,5,2,3,60,10.8,6.6,9.6,8.4,C3
8,7,15,29.414,29.783,35.86163074,33.132835,32.970272,2.529752553,4.766,6.609960794,2,1,5,1,1,40,16.4,16,15.2,14,1,3,3,2,45,13.5,12.6,14.4,13.5,1,3,3,5,60,6.6,12.6,8.4,12.6,2,3,1,4,50,9,5.5,8,7,C4
8,7,15,53.331,-1,35.83676934,44.424614,43.397495,6.081632376,4.597,10.04484326,3,4,2,2,4,60,24.6,24,22.8,21,5,5,3,1,70,21,19.6,22.4,21,3,3,4,5,75,8.25,15.75,10.5,15.75,2,1,5,5,65,11.7,7.15,10.4,9.1,C1
8,4,12,31.425,29.425,35.82639724,26.335945,28.786,1.128818095,4.734,7.008295655,2,2,3,2,1,40,16.4,16,15.2,14,2,5,4,5,80,24,22.4,25.6,24,3,5,1,5,70,7.7,14.7,9.8,14.7,3,3,5,1,60,10.8,6.6,9.6,8.4,C2
7.5,6.5,14,53.648,-1,35.55647314,-2,24.602924,0.225377046,5.3,2.163675651,5,2,3,5,2,68,27.88,27.2,25.84,23.8,1,2,5,1,45,13.5,12.6,14.4,13.5,1,3,5,2,55,6.05,11.55,7.7,11.55,2,2,5,4,65,11.7,7.15,10.4,9.1,C4
6,6,12,27.056,26.558,35.55645436,46.88,53.32,9.857220054,3.96,10.41176587,2,5,2,3,4,64,26.24,25.6,24.32,22.4,2,2,4,1,45,13.5,12.6,14.4,13.5,4,5,4,3,80,8.8,16.8,11.2,16.8,4,1,4,5,70,12.6,7.7,11.2,9.8,C4
7,8,15,26.166,25.944,35.54949403,39.409122,46.5149,6.02665484,4.043,10.9970203,5,1,3,1,3,52,21.32,20.8,19.76,18.2,3,4,5,3,75,22.5,21,24,22.5,4,4,2,3,65,7.15,13.65,9.1,13.65,2,1,1,5,45,8.1,4.95,7.2,6.3,C2
2,2,4,-2,33.067,35.50189018,40.3882,30.279137,10,4.46,14.3144846,5,3,4,5,1,72,29.52,28.8,27.36,25.2,5,2,4,3,70,21,19.6,22.4,21,4,5,4,4,85,9.35,17.85,11.9,17.85,3,4,3,1,55,9.9,6.05,8.8,7.7,C2
5,5.5,10.5,66.587,-1,35.46171874,29.432209,15.623096,3.586207032,4.807,12.93763965,3,1,2,3,2,44,18.04,17.6,16.72,15.4,1,3,4,4,60,18,16.8,19.2,18,4,5,2,3,70,7.7,14.7,9.8,14.7,2,5,2,5,70,12.6,7.7,11.2,9.8,C1
6,7,13,33.17,32.56,35.44842035,37.42,31.44,7.997677922,4.59,13.48993152,5,5,2,1,4,68,27.88,27.2,25.84,23.8,5,3,1,5,70,21,19.6,22.4,21,5,2,5,5,85,9.35,17.85,11.9,17.85,3,4,3,2,60,10.8,6.6,9.6,8.4,C2
7,7,14,66.618,-1,35.43693244,-2,33.786972,5.586205125,4.787,13.16303372,4,1,5,3,5,72,29.52,28.8,27.36,25.2,1,2,5,3,55,16.5,15.4,17.6,16.5,2,4,3,3,60,6.6,12.6,8.4,12.6,2,5,3,1,55,9.9,6.05,8.8,7.7,C4
5,5,10,27.649,25.985,35.37751347,44.424614,45.463757,5.688623786,3.931,12.66368955,1,4,5,2,2,56,22.96,22.4,21.28,19.6,2,5,3,5,75,22.5,21,24,22.5,3,5,1,5,70,7.7,14.7,9.8,14.7,4,1,2,2,45,8.1,4.95,7.2,6.3,C2
7,7,14,28.517,26.93,35.35713941,41.639076,41.68853,3.913060725,4.187,8.609628081,2,4,3,5,1,60,24.6,24,22.8,21,5,2,4,3,70,21,19.6,22.4,21,5,1,1,3,50,5.5,10.5,7,10.5,1,2,3,3,45,8.1,4.95,7.2,6.3,C3
7,6,13,53.885,-1,35.34691215,36.54399,30.279137,3.753327429,4.628,9.697313905,4,2,3,4,3,64,26.24,25.6,24.32,22.4,5,2,5,3,75,22.5,21,24,22.5,3,3,3,4,65,7.15,13.65,9.1,13.65,2,1,5,1,45,8.1,4.95,7.2,6.3,C2
